product_id,product_title,rating,summary,review
CLT2023M005,Men's Slim Fit Formal Trousers,4,Very Good,It's very good and its design is very nice. These trousers are very good best value for money but material is too thin.....Durability is not long time but it's really good looking so little compromise with material is comfortable with good looking
CLT2023M005,Men's Slim Fit Formal Trousers,5,Excellent,"Good product. Never used formal trousers before. Now I am happy to see ease in my wardrobe. As I noticed this brand marketing their products aggressively in market in recent days. About product it's like awesome having better build quality, material is good, durability is fine and style though it looks formal when ever I wear it but still feature is must needed when u are in office. Wanted to give 5star but there is a sentence that ""Nothing is perfect in this imperfect world"" 😄😄😉"
CLT2023M005,Men's Slim Fit Formal Trousers,5,Awesome,"This review is after 1 month of use. Pro:- 1. Durability is genuinely too good, runs almost 1.5 -2 seasons on a single purchase. 2. Washes very well. 3. Material is crisp, clear and decent, not too thick. 4. Build quality is awesome and stylish as well. 5. Connectivity with other clothes is super fast and good. 6. Last but not the least, it's really comfortable and I didn't feel any discomfort or pain even after continuous use of 8 hrs which I usually do with other trousers."
CLT2023M005,Men's Slim Fit Formal Trousers,5,Excellent,I like It Trouser Quality is best and best And Material Quality is to good And New product is to good & Fast shipping is best to save time....
CLT2023M005,Men's Slim Fit Formal Trousers,3,Does the job,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros- ✓ Material Quality is good ✓ Design is good enough ✓ Look is okay as per this price range ✓ All essential features are provided ✓ Durability is decent Cons- xx Button quality is too short (even if you are walking by holding the trousers in your hand you will feel button disturbances at all times) xx In case of washing it gives you color bleeding in every 2 washes I found its very irritating"
CLT2023K004,Kids' Casual Jogger Pants,4,Nice product,Great product.. I loved it.. As I was using another brand.. This product is much more better than that.. Though material is just like regular and design like beautiful... But when increased washing pants starts fading.. Design feature is awesome..
CLT2023K004,Kids' Casual Jogger Pants,4,Nice product,"Awesome product happy to have one. Good material quality in medium price, with proper care could complete the long life. Pants last long in casual season. Very light weight, Easy to carry,"
CLT2023K004,Kids' Casual Jogger Pants,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & comfort is too good & durability also superb
CLT2023K004,Kids' Casual Jogger Pants,5,Terrific,"Amazing product - material quality was awesome, it has perfect fit which I really wanted, I am really satisfied and durability was also nice and it also had good stitching"
CLT2023K004,Kids' Casual Jogger Pants,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more pockets
CLT2023K004,Kids' Casual Jogger Pants,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023K004,Kids' Casual Jogger Pants,4,Really Nice,Excellent material clarity superb design for casual lovers. Overall a very good product.
CLT2023K004,Kids' Casual Jogger Pants,5,Mind-blowing purchase,"These pants are just awesome, everything is just so perfect just go for it blindly, I tell you u cant find a best product at this price its awesome👌👌👌👌"
CLT2023K004,Kids' Casual Jogger Pants,5,Best in the market!,It is an amazing product.. For this price... Less weight.. Flexible.. Super material... Extra feature is elastic waist.. Nice one.. Try it..
CLT2023K004,Kids' Casual Jogger Pants,5,Excellent,The product was good enough.. Stylish design with well designed pockets.. Coming to the specifications material and comfort was superb... Value for money... Durability is also good around 6 months life.... Highly satisfied but have to wait and see how long it works like this
CLT2023F006,Women's Casual Hoodie,5,Worth every penny,This hoodie is very comfortable material is good and plus point is the quality is amazing. One of the best hoodies for casual wear.
CLT2023F006,Women's Casual Hoodie,3,Nice,"A fine product I would say, well crafted design and good build quality.. good fit and comfortable to wear... enough warmth to provide good experience.. although not the most premium quality but still considering the price it's well ahead of it.. manages lows and highs of temperature well, good experience when it comes to winter season..the only CON I noticed was the hood.. I think this hoodie is not built for heavy rain... sometimes the hood may not be large enough."
CLT2023F006,Women's Casual Hoodie,5,Wonderful,Good product very fast delivery (with in 36 hours only) superb color love it
CLT2023F006,Women's Casual Hoodie,4,Nice product,This hoodie is the budget friendly option. All are very good performance only fabric quality is slightly less than expected.. design and comfort is the best part in this product. Just get the right size.
CLT2023F006,Women's Casual Hoodie,5,Awesome,The hoodie is really good it looks very stylish and also good fabric. If you think buy a casual hoodie go for It. Just looks and material quality is awesome.
CLT2023F006,Women's Casual Hoodie,4,Pretty good,"Above from my expectation, after reading the review I opted for not to purchase this product but guys you won't believe it really works, too good material quality, superb comfort overall it is lovely one....will make ur day sweet......"
CLT2023F006,Women's Casual Hoodie,5,Wonderful,I brought this product as I was looking for a casual hoodie for my daily wear. I got it for a reasonable price and I have to say that am pretty satisfied with the features and the quality that the hoodie has to deliver. I would definitely recommend this product to my family and friends. Just go for it !!!
CLT2023F006,Women's Casual Hoodie,5,Just wow!,This is my first casual hoodie it is wonderful and color is more attractive and the material quality is good and it is good product and value of money is 5star and warmth is good
CLT2023F006,Women's Casual Hoodie,4,Very Good,Very decent look product. Give superb warmth. Zipper quality is good. Design and build is superb. In this price range it worth it.
CLT2023F006,Women's Casual Hoodie,5,Awesome,Good quality and good product you have to take you will enjoy 👍😍 I just love it 🔥🔥🔥💞
CLT2023M006,Men's Printed Casual Shirt,5,Highly recommended,Awesome Shirt Quality 5 * !!Print Is Awesome 5* !!Design is Good 3* !!Durability much Good 4* !!
CLT2023M006,Men's Printed Casual Shirt,5,Fabulous!,It so nice but print so bright but otherwise is best shirt and comfortable nice product.....
CLT2023M006,Men's Printed Casual Shirt,5,Excellent,It's a Awesome purchase. Value for money. I can't expect that type of material and print will get in this price range. Last time I bought another brand and refunded due to quality issue and fit issue. That shirt was not as comfortable as this shirt provides. Really happy to advise all of you if are searching for casual shirts please go for it. You will get everything you are searching for. Thanks Flipkart. And request all of you please go for only Indian Products.
CLT2023M006,Men's Printed Casual Shirt,5,Awesome,Very nice very satisfied and material quality very good overall worth it
CLT2023M006,Men's Printed Casual Shirt,5,Terrific purchase,First of all it looks very perfect and is non fragile and awesome experience using this.....just fast delivery and well packed ....just perfect as a product can be...and the best part is its mindblowing quality thumping my expectations.....
CLT2023M006,Men's Printed Casual Shirt,5,Best in the market!,"I think for this price range, it's one of the best available in market. Material quality is good and comfort is nothing short of excellence. Print quality is too good. Satisfactory with looks and build quality, could have been better."
CLT2023M006,Men's Printed Casual Shirt,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & print is too good & durability also superb
CLT2023M006,Men's Printed Casual Shirt,5,Terrific,"Amazing product - material quality was awesome, it has vibrant print which I really wanted, I am really satisfied and quality was also nice and it also had good stitching"
CLT2023M006,Men's Printed Casual Shirt,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more sizes
CLT2023M006,Men's Printed Casual Shirt,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023K005,Kids' School Uniform Set,4,Good choice,Nice build quality.. material is best itself.. style at school is nice. .. nice support from flipkart and delivery partner
CLT2023K005,Kids' School Uniform Set,1,Terrible product,"After using for about 8 days, right side of the seam is not stitched properly and the quality on right side is very low. I didn't expect this."
CLT2023K005,Kids' School Uniform Set,1,Useless product,Material is not proper recipient persons can't see proper quality (every time for wear I heard from front I can't wear you so I have to again talk to through customer service no Option useless of brand meaning) and material quality is so low. Like local uniforms. not comfortable to wear for more than 1 hr of uses. There is no meanings to get replaced again you get same product therefore this is waste of money.
CLT2023K005,Kids' School Uniform Set,5,Wonderful,"Wow flip cart super fast service like express speed delivery I order 11 am delivery At 5pm I am very happy, kids' school uniform is very very excellent product fast shipping super totally school friendly go for it"
CLT2023K005,Kids' School Uniform Set,5,Fabulous!,Very great product at this price I will assure that this is a value for money product and the material and design quality was awesome the build quality was great 👌 and this product has a mat finish which gives a class and flagship look this is the best and the material quality was working very well and the size are fitting suitable for your kid the quality was great
CLT2023K005,Kids' School Uniform Set,4,Very Good,It's very good and its design is very nice. This uniform is very good best value for money but material is too thin.....Durability is not long time but it's really good looking so little compromise with material is comfortable with good looking
CLT2023K005,Kids' School Uniform Set,5,Excellent,"Good product. Never used school uniforms before. Now I am happy to see ease in my kid's wardrobe. As I noticed this brand marketing their products aggressively in market in recent days. About product it's like awesome having better build quality, material is good, durability is fine and style though it looks formal when ever my kid wears it but still feature is must needed when u are in school. Wanted to give 5star but there is a sentence that ""Nothing is perfect in this imperfect world"" 😄😄😉"
CLT2023K005,Kids' School Uniform Set,5,Awesome,"This review is after 1 month of use. Pro:- 1. Durability is genuinely too good, runs almost 1.5 -2 seasons on a single purchase. 2. Washes very well. 3. Material is crisp, clear and decent, not too thick. 4. Build quality is awesome and stylish as well. 5. Connectivity with other clothes is super fast and good. 6. Last but not the least, it's really comfortable and my kid didn't feel any discomfort or pain even after continuous use of 8 hrs which they usually do with other uniforms."
CLT2023K005,Kids' School Uniform Set,5,Excellent,I like It Uniform Quality is best and best And Material Quality is to good And New product is to good & Fast shipping is best to save time....
CLT2023K005,Kids' School Uniform Set,3,Does the job,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros- ✓ Material Quality is good ✓ Design is good enough ✓ Look is okay as per this price range ✓ All essential features are provided ✓ Durability is decent Cons- xx Button quality is too short (even if you are walking by holding the uniform in your hand you will feel button disturbances at all times) xx In case of washing it gives you color bleeding in every 2 washes I found its very irritating"
CLT2023F007,Women's Workout Leggings,4,Nice product,Great product.. I loved it.. As I was using another brand.. This product is much more better than that.. Though material is just like regular and design like beautiful... But when increased washing leggings starts fading.. Design feature is awesome..
CLT2023F007,Women's Workout Leggings,4,Nice product,"Awesome product happy to have one. Good material quality in medium price, with proper care could complete the long life. Leggings last long in workout season. Very light weight, Easy to carry,"
CLT2023F007,Women's Workout Leggings,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & comfort is too good & durability also superb
CLT2023F007,Women's Workout Leggings,5,Terrific,"Amazing product - material quality was awesome, it has perfect fit which I really wanted, I am really satisfied and durability was also nice and it also had good stitching"
CLT2023F007,Women's Workout Leggings,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more sizes
CLT2023F007,Women's Workout Leggings,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023F007,Women's Workout Leggings,4,Really Nice,Excellent material clarity superb design for workout lovers. Overall a very good product.
CLT2023F007,Women's Workout Leggings,5,Mind-blowing purchase,"These leggings are just awesome, everything is just so perfect just go for it blindly, I tell you u cant find a best product at this price its awesome👌👌👌👌"
CLT2023F007,Women's Workout Leggings,5,Best in the market!,It is an amazing product.. For this price... Less weight.. Flexible.. Super material... Extra feature is high waist.. Nice one.. Try it..
CLT2023F007,Women's Workout Leggings,5,Excellent,The product was good enough.. Stylish design with well designed pockets.. Coming to the specifications material and comfort was superb... Value for money... Durability is also good around 6 months life.... Highly satisfied but have to wait and see how long it works like this
CLT2023M007,Men's Polo T-Shirt,5,Worth every penny,This polo t-shirt is very comfortable material is good and plus point is the quality is amazing. One of the best t-shirts for casual wear.
CLT2023M007,Men's Polo T-Shirt,3,Nice,"A fine product I would say, well crafted design and good build quality.. good fit and comfortable to wear... enough style to provide good experience.. although not the most premium quality but still considering the price it's well ahead of it.. manages casual and semi-formal well, good experience when it comes to daily wear..the only CON I noticed was the collar.. I think this t-shirt is not built for rough use... sometimes the collar may lose shape."
CLT2023M007,Men's Polo T-Shirt,5,Wonderful,Good product very fast delivery (with in 36 hours only) superb color love it
CLT2023M007,Men's Polo T-Shirt,4,Nice product,This t-shirt is the budget friendly option. All are very good performance only fabric quality is slightly less than expected.. design and comfort is the best part in this product. Just get the right size.
CLT2023M007,Men's Polo T-Shirt,5,Awesome,The t-shirt is really good it looks very stylish and also good fabric. If you think buy a casual t-shirt go for It. Just looks and material quality is awesome.
CLT2023M007,Men's Polo T-Shirt,4,Pretty good,"Above from my expectation, after reading the review I opted for not to purchase this product but guys you won't believe it really works, too good material quality, superb comfort overall it is lovely one....will make ur day sweet......"
CLT2023M007,Men's Polo T-Shirt,5,Wonderful,I brought this product as I was looking for a casual t-shirt for my daily wear. I got it for a reasonable price and I have to say that am pretty satisfied with the features and the quality that the t-shirt has to deliver. I would definitely recommend this product to my family and friends. Just go for it !!!
CLT2023M007,Men's Polo T-Shirt,5,Just wow!,This is my first polo t-shirt it is wonderful and color is more attractive and the material quality is good and it is good product and value of money is 5star and comfort is good
CLT2023M007,Men's Polo T-Shirt,4,Very Good,Very decent look product. Give superb comfort. Button quality is good. Design and build is superb. In this price range it worth it.
CLT2023M007,Men's Polo T-Shirt,5,Awesome,Good quality and good product you have to take you will enjoy 👍😍 I just love it 🔥🔥🔥💞
CLT2023K006,Kids' Party Wear Dress,5,Highly recommended,Awesome Dress Quality 5 * !!Design Is Awesome 5* !!Style is Good 3* !!Durability much Good 4* !!
CLT2023K006,Kids' Party Wear Dress,5,Fabulous!,It so nice but design so elegant but otherwise is best dress and comfortable nice product.....
CLT2023K006,Kids' Party Wear Dress,5,Excellent,It's a Awesome purchase. Value for money. I can't expect that type of material and design will get in this price range. Last time I bought another brand and refunded due to quality issue and fit issue. That dress was not as comfortable as this dress provides. Really happy to advise all of you if are searching for party wear dresses please go for it. You will get everything you are searching for. Thanks Flipkart. And request all of you please go for only Indian Products.
CLT2023K006,Kids' Party Wear Dress,5,Awesome,Very nice very satisfied and material quality very good overall worth it
CLT2023K006,Kids' Party Wear Dress,5,Terrific purchase,First of all it looks very perfect and is non fragile and awesome experience using this.....just fast delivery and well packed ....just perfect as a product can be...and the best part is its mindblowing quality thumping my expectations.....
CLT2023K006,Kids' Party Wear Dress,5,Best in the market!,"I think for this price range, it's one of the best available in market. Material quality is good and comfort is nothing short of excellence. Design quality is too good. Satisfactory with looks and build quality, could have been better."
CLT2023K006,Kids' Party Wear Dress,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & design is too good & durability also superb
CLT2023K006,Kids' Party Wear Dress,5,Terrific,"Amazing product - material quality was awesome, it has elegant design which I really wanted, I am really satisfied and quality was also nice and it also had good stitching"
CLT2023K006,Kids' Party Wear Dress,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more sizes
CLT2023K006,Kids' Party Wear Dress,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023F008,Women's Ethnic Kurta Set,4,Good choice,Nice build quality.. material is best itself.. style at occasion is nice. .. nice support from flipkart and delivery partner
CLT2023F008,Women's Ethnic Kurta Set,1,Terrible product,"After using for about 8 days, right side of the seam is not stitched properly and the quality on right side is very low. I didn't expect this."
CLT2023F008,Women's Ethnic Kurta Set,1,Useless product,Material is not proper recipient persons can't see proper quality (every time for wear I heard from front I can't wear you so I have to again talk to through customer service no Option useless of brand meaning) and material quality is so low. Like local kurtas. not comfortable to wear for more than 1 hr of uses. There is no meanings to get replaced again you get same product therefore this is waste of money.
CLT2023F008,Women's Ethnic Kurta Set,5,Wonderful,"Wow flip cart super fast service like express speed delivery I order 11 am delivery At 5pm I am very happy, women's ethnic kurta set is very very excellent product fast shipping super totally occasion friendly go for it"
CLT2023F008,Women's Ethnic Kurta Set,5,Fabulous!,Very great product at this price I will assure that this is a value for money product and the material and design quality was awesome the build quality was great 👌 and this product has a mat finish which gives a class and flagship look this is the best and the material quality was working very well and the size are fitting suitable for your body the quality was great
CLT2023F008,Women's Ethnic Kurta Set,4,Very Good,It's very good and its design is very nice. This kurta set is very good best value for money but material is too thin.....Durability is not long time but it's really good looking so little compromise with material is comfortable with good looking
CLT2023F008,Women's Ethnic Kurta Set,5,Excellent,"Good product. Never used ethnic kurtas before. Now I am happy to see ease in my wardrobe. As I noticed this brand marketing their products aggressively in market in recent days. About product it's like awesome having better build quality, material is good, durability is fine and style though it looks ethnic when ever I wear it but still feature is must needed when u are at occasion. Wanted to give 5star but there is a sentence that ""Nothing is perfect in this imperfect world"" 😄😄😉"
CLT2023F008,Women's Ethnic Kurta Set,5,Awesome,"This review is after 1 month of use. Pro:- 1. Durability is genuinely too good, runs almost 1.5 -2 seasons on a single purchase. 2. Washes very well. 3. Material is crisp, clear and decent, not too thick. 4. Build quality is awesome and stylish as well. 5. Connectivity with other clothes is super fast and good. 6. Last but not the least, it's really comfortable and I didn't feel any discomfort or pain even after continuous use of 8 hrs which I usually do with other kurtas."
CLT2023F008,Women's Ethnic Kurta Set,5,Excellent,I like It Kurta Quality is best and best And Material Quality is to good And New product is to good & Fast shipping is best to save time....
CLT2023F008,Women's Ethnic Kurta Set,3,Does the job,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros- ✓ Material Quality is good ✓ Design is good enough ✓ Look is okay as per this price range ✓ All essential features are provided ✓ Durability is decent Cons- xx Button quality is too short (even if you are walking by holding the kurta in your hand you will feel button disturbances at all times) xx In case of washing it gives you color bleeding in every 2 washes I found its very irritating"
CLT2023M008,Men's Winter Sweater,4,Nice product,Great product.. I loved it.. As I was using another brand.. This product is much more better than that.. Though material is just like regular and design like beautiful... But when increased washing sweater starts pilling.. Design feature is awesome..
CLT2023M008,Men's Winter Sweater,4,Nice product,"Awesome product happy to have one. Good material quality in medium price, with proper care could complete the long life. Sweater last long in winter season. Very light weight, Easy to carry,"
CLT2023M008,Men's Winter Sweater,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & comfort is too good & durability also superb
CLT2023M008,Men's Winter Sweater,5,Terrific,"Amazing product - material quality was awesome, it has perfect fit which I really wanted, I am really satisfied and durability was also nice and it also had good stitching"
CLT2023M008,Men's Winter Sweater,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more sizes
CLT2023M008,Men's Winter Sweater,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023M008,Men's Winter Sweater,4,Really Nice,Excellent material clarity superb design for winter lovers. Overall a very good product.
CLT2023M008,Men's Winter Sweater,5,Mind-blowing purchase,"This sweater is just awesome, everything is just so perfect just go for it blindly, I tell you u cant find a best product at this price its awesome👌👌👌👌"
CLT2023M008,Men's Winter Sweater,5,Mind-blowing purchase,"This sweater is just awesome, everything is just so perfect just go for it blindly, I tell you u cant find a best product at this price its awesome👌👌👌👌"
CLT2023M008,Men's Winter Sweater,5,Best in the market!,It is an amazing product.. For this price... Less weight.. Flexible.. Super material... Extra feature is warmth.. Nice one.. Try it..
CLT2023M008,Men's Winter Sweater,5,Excellent,The product was good enough.. Stylish design with well designed pattern.. Coming to the specifications material and comfort was superb... Value for money... Durability is also good around 6 months life.... Highly satisfied but have to wait and see how long it works like this
CLT2023K007,Kids' Rain Jacket,5,Worth every penny,This rain jacket is very waterproof material is good and plus point is the quality is amazing. One of the best jackets for kids in rainy season.
CLT2023K007,Kids' Rain Jacket,3,Nice,"A fine product I would say, well crafted design and good build quality.. good fit and comfortable to wear... enough protection to provide good experience.. although not the most premium quality but still considering the price it's well ahead of it.. manages lows and highs of rainfall well, good experience when it comes to rainy season..the only CON I noticed was the hood.. I think this jacket is not built for heavy rain... sometimes the hood may not be large enough."
CLT2023K007,Kids' Rain Jacket,5,Wonderful,Good product very fast delivery (with in 36 hours only) superb color love it
CLT2023K007,Kids' Rain Jacket,4,Nice product,This jacket is the budget friendly option. All are very good performance only fabric quality is slightly less than expected.. design and comfort is the best part in this product. Just get the right size.
CLT2023K007,Kids' Rain Jacket,5,Awesome,The jacket is really good it looks very stylish and also good fabric. If you think buy a rain jacket go for It. Just looks and material quality is awesome.
CLT2023K007,Kids' Rain Jacket,4,Pretty good,"Above from my expectation, after reading the review I opted for not to purchase this product but guys you won't believe it really works, too good material quality, superb comfort overall it is lovely one....will make ur day sweet......"
CLT2023K007,Kids' Rain Jacket,5,Wonderful,I brought this product as I was looking for a rain jacket for my kid's daily wear. I got it for a reasonable price and I have to say that am pretty satisfied with the features and the quality that the jacket has to deliver. I would definitely recommend this product to my family and friends. Just go for it !!!
CLT2023K007,Kids' Rain Jacket,5,Just wow!,This is my first kids rain jacket it is wonderful and color is more attractive and the material quality is good and it is good product and value of money is 5star and waterproofing is good
CLT2023K007,Kids' Rain Jacket,4,Very Good,Very decent look product. Give superb protection. Zipper quality is good. Design and build is superb. In this price range it worth it.
CLT2023K007,Kids' Rain Jacket,5,Awesome,Good quality and good product you have to take you will enjoy 👍😍 I just love it 🔥🔥🔥💞
CLT2023F009,Women's Formal Pencil Skirt,5,Highly recommended,Awesome Skirt Quality 5 * !!Fit Is Awesome 5* !!Design is Good 3* !!Durability much Good 4* !!
CLT2023F009,Women's Formal Pencil Skirt,5,Fabulous!,It so nice but waist so comfortable but otherwise is best skirt and stylish nice product.....
CLT2023F009,Women's Formal Pencil Skirt,5,Excellent,It's a Awesome purchase. Value for money. I can't expect that type of material and fit will get in this price range. Last time I bought another brand and refunded due to quality issue and fit issue. That skirt was not as comfortable as this skirt provides. Really happy to advise all of you if are searching for pencil skirts please go for it. You will get everything you are searching for. Thanks Flipkart. And request all of you please go for only Indian Products.
CLT2023F009,Women's Formal Pencil Skirt,5,Awesome,Very nice very satisfied and material quality very good overall worth it
CLT2023F009,Women's Formal Pencil Skirt,5,Terrific purchase,First of all it looks very perfect and is non fragile and awesome experience using this.....just fast delivery and well packed ....just perfect as a product can be...and the best part is its mindblowing quality thumping my expectations.....
CLT2023F009,Women's Formal Pencil Skirt,5,Best in the market!,"I think for this price range, it's one of the best available in market. Material quality is good and comfort is nothing short of excellence. Fit is too good. Satisfactory with looks and build quality, could have been better."
CLT2023F009,Women's Formal Pencil Skirt,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & fit is too good & durability also superb
CLT2023F009,Women's Formal Pencil Skirt,5,Terrific,"Amazing product - material quality was awesome, it has perfect fit which I really wanted, I am really satisfied and quality was also nice and it also had good stitching"
CLT2023F009,Women's Formal Pencil Skirt,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more sizes
CLT2023F009,Women's Formal Pencil Skirt,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023M009,Men's Cargo Pants,4,Good choice,Nice build quality.. material is best itself.. style at casual is nice. .. nice support from flipkart and delivery partner
CLT2023M009,Men's Cargo Pants,1,Terrible product,"After using for about 8 days, right side of the seam is not stitched properly and the quality on right side is very low. I didn't expect this."
CLT2023M009,Men's Cargo Pants,1,Useless product,Material is not proper recipient persons can't see proper quality (every time for wear I heard from front I can't wear you so I have to again talk to through customer service no Option useless of brand meaning) and material quality is so low. Like local pants. not comfortable to wear for more than 1 hr of uses. There is no meanings to get replaced again you get same product therefore this is waste of money.
CLT2023M009,Men's Cargo Pants,5,Wonderful,"Wow flip cart super fast service like express speed delivery I order 11 am delivery At 5pm I am very happy, men's cargo pants is very very excellent product fast shipping super totally casual friendly go for it"
CLT2023M009,Men's Cargo Pants,5,Fabulous!,Very great product at this price I will assure that this is a value for money product and the material and design quality was awesome the build quality was great 👌 and this product has a mat finish which gives a class and flagship look this is the best and the material quality was working very well and the size are fitting suitable for your body the quality was great
CLT2023M009,Men's Cargo Pants,4,Very Good,It's very good and its design is very nice. These pants are very good best value for money but material is too thin.....Durability is not long time but it's really good looking so little compromise with material is comfortable with good looking
CLT2023M009,Men's Cargo Pants,5,Excellent,"Good product. Never used cargo pants before. Now I am happy to see ease in my wardrobe. As I noticed this brand marketing their products aggressively in market in recent days. About product it's like awesome having better build quality, material is good, durability is fine and style though it looks casual when ever I wear it but still feature is must needed when u are at outdoors. Wanted to give 5star but there is a sentence that ""Nothing is perfect in this imperfect world"" 😄😄😉"
CLT2023M009,Men's Cargo Pants,5,Awesome,"This review is after 1 month of use. Pro:- 1. Durability is genuinely too good, runs almost 1.5 -2 seasons on a single purchase. 2. Washes very well. 3. Material is crisp, clear and decent, not too thick. 4. Build quality is awesome and stylish as well. 5. Connectivity with other clothes is super fast and good. 6. Last but not the least, it's really comfortable and I didn't feel any discomfort or pain even after continuous use of 8 hrs which I usually do with other pants."
CLT2023M009,Men's Cargo Pants,5,Excellent,I like It Pant Quality is best and best And Material Quality is to good And New product is to good & Fast shipping is best to save time....
CLT2023M009,Men's Cargo Pants,3,Does the job,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros- ✓ Material Quality is good ✓ Design is good enough ✓ Look is okay as per this price range ✓ All essential features are provided ✓ Durability is decent Cons- xx Button quality is too short (even if you are walking by holding the pants in your hand you will feel button disturbances at all times) xx In case of washing it gives you color bleeding in every 2 washes I found its very irritating"
CLT2023K008,Kids' Swim Shorts,4,Nice product,Great product.. I loved it.. As I was using another brand.. This product is much more better than that.. Though material is just like regular and design like beautiful... But when increased washing shorts starts fading.. Design feature is awesome..
CLT2023K008,Kids' Swim Shorts,4,Nice product,"Awesome product happy to have one. Good material quality in medium price, with proper care could complete the long life. Shorts last long in swimming season. Very light weight, Easy to carry,"
CLT2023K008,Kids' Swim Shorts,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & comfort is too good & durability also superb
CLT2023K008,Kids' Swim Shorts,5,Terrific,"Amazing product - material quality was awesome, it has perfect fit which I really wanted, I am really satisfied and durability was also nice and it also had good stitching"
CLT2023K008,Kids' Swim Shorts,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more sizes
CLT2023K008,Kids' Swim Shorts,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023K008,Kids' Swim Shorts,4,Really Nice,Excellent material clarity superb design for swimming lovers. Overall a very good product.
CLT2023K008,Kids' Swim Shorts,5,Mind-blowing purchase,"These shorts are just awesome, everything is just so perfect just go for it blindly, I tell you u cant find a best product at this price its awesome👌👌👌👌"
CLT2023K008,Kids' Swim Shorts,5,Best in the market!,It is an amazing product.. For this price... Less weight.. Flexible.. Super material... Extra feature is quick dry.. Nice one.. Try it..
CLT2023K008,Kids' Swim Shorts,5,Excellent,The product was good enough.. Stylish design with well designed pockets.. Coming to the specifications material and comfort was superb... Value for money... Durability is also good around 6 months life.... Highly satisfied but have to wait and see how long it works like this
CLT2023F010,Women's Casual Cardigan,5,Worth every penny,This cardigan is very comfortable material is good and plus point is the quality is amazing. One of the best cardigans for casual wear.
CLT2023F010,Women's Casual Cardigan,3,Nice,"A fine product I would say, well crafted design and good build quality.. good fit and comfortable to wear... enough warmth to provide good experience.. although not the most premium quality but still considering the price it's well ahead of it.. manages lows and highs of temperature well, good experience when it comes to winter season..the only CON I noticed was the buttons.. I think this cardigan is not built for rough use... sometimes the buttons may come off."
CLT2023F010,Women's Casual Cardigan,5,Wonderful,Good product very fast delivery (with in 36 hours only) superb color love it
CLT2023F010,Women's Casual Cardigan,4,Nice product,This cardigan is the budget friendly option. All are very good performance only fabric quality is slightly less than expected.. design and comfort is the best part in this product. Just get the right size.
CLT2023F010,Women's Casual Cardigan,5,Awesome,The cardigan is really good it looks very stylish and also good fabric. If you think buy a casual cardigan go for It. Just looks and material quality is awesome.
CLT2023F010,Women's Casual Cardigan,4,Pretty good,"Above from my expectation, after reading the review I opted for not to purchase this product but guys you won't believe it really works, too good material quality, superb comfort overall it is lovely one....will make ur day sweet......"
CLT2023F010,Women's Casual Cardigan,5,Wonderful,I brought this product as I was looking for a casual cardigan for my daily wear. I got it for a reasonable price and I have to say that am pretty satisfied with the features and the quality that the cardigan has to deliver. I would definitely recommend this product to my family and friends. Just go for it !!!
CLT2023F010,Women's Casual Cardigan,5,Just wow!,This is my first casual cardigan it is wonderful and color is more attractive and the material quality is good and it is good product and value of money is 5star and warmth is good
CLT2023F010,Women's Casual Cardigan,4,Very Good,Very decent look product. Give superb warmth. Button quality is good. Design and build is superb. In this price range it worth it.
